0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	57.1	0	0	0	0	0	28.6	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	85.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.3	0	0	0	60	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	100	33.3	0	0	0	0	0	0	0	0	0	13.3	0	26.7	0	0	0	0	0	0	53.3	0	0	0	0	0	0	0	0	0	0	0	46.7	0	0	0	0	0	0	0	0	0	0	20	60	0	0	0	0	0	0	6.7	0	0	0	0	0	0	0	6.7	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.3	0	0	0	0	0	0	0	0	17.3	0	0	0	9.6	0	0	0	0	0	0	0	0	0	0	19.2	23.1	0	0	0	0	0	0	0	0	0	34.6	0	5.8	0	0	0	0	0	0	32.7	0	0	0	0	0	0	0	0	0	0	0	15.4	0	0	0	0	0	0	7.7	0	0	0	0	28.8	0	0	0	0	0	0	13.5	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0	0	23.1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.6	0	0	0	0	0	26.1	8.7	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	30.4	0	0	0	0	0	0	0	0	0	0	8.7	0	0	17.4	0	8.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.9	0	0	69.6	0	47.8	0	0	0	0	0	0	95.7	0	0	0	0	0	0	0	0	0	0	0	0	17.4	0	0	39.1	0	0	0	0	0	21.7	0	0	0	0	0	0	17.4	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.5	0	7.8	0	0	0	0	0	0	0	0	0	0	0	0	0	7.8	0	0	0	11.8	0	0	11.8	13.7	0	0	3.9	0	0	0	0	0	0	0	0	0	0	0	0	0	11.8	0	0	0	0	0	23.5	0	0	0	7.8	0	0	27.5	0	0	0	0	5.9	0	0	0	7.8	0	0	0	0	0	0	0	0	0	0	0	0	0	13.7	0	5.9	9.8	23.5	0	0	0	0	0	0	0	0	0	0	0	0	0	13.7	0	0	7.8	0	0	0	0	7.8	0	0	0	0	0	0	0	0	0	7.8	13.7	0	0	0	13.7	15.7	0	0	3.9	0	0	0	3.9	31.4	19.6	0	0	0	0	0	15.7	0	0	0	0	0	0	0	3.9	0
0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.7	0	0	0	16.7	0	0	0	0	0	0	0	0	0	66.7	0	0	16.7	0	33.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	16.7	0	0	0	0	0	0	0	0	0	16.7	0	16.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.7	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	81.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1	0	0	0	0	0	0	0	0	9.1	0	0	9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	0	0	0	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
